web-scraper-order,web-scraper-start-url,links,links-href,Pages,Pages-href,Country,Place,Details
1702446208-12,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"49. Okinawa Churaumi Aquarium6.24.8/51.5k Reviewsbased on 5.5k reviewNo. 2 of Top Best Things to Do in MotobuAquariumsAnonymous UserIt’s very nice to see whale, seal and other creatures from ocean. The park is huge and people can get up close to the animals. I highly recommend family bring kids to travel there.Ready to Use ImmediatelyAvailable TodayCancel Any TimeJapan · Kunigami DistrictSave RM 0.32RM 70.10From RM 69.78",https://my.trip.com/travel-guide/attraction/motobu/okinawa-churaumi-aquarium-10559035/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,Okinawa Churaumi Aquarium,"Recreate the deep sea world of Okinawa and watch 150 rare deep sea creatures from 200 meters deep in the sea up close.Learn more about shark habits in the ocean observation room through an intense and emotional Kuroshio adventure.Observe corals, colorful tropical fish, lobsters and other rich sea creatures up close, and listen to the call from the sea.
△ Whale Shark Sculpture, a huge whale shark statue is waiting for you at the entrance of Okinawa Churaumi Aquarium. Stand in front of the Whale Shark Monument and take a beautiful commemorative photo with the words ""Okinawa Churaumi Aquarium"" on the back as the background!After passing the Whale Shark Sculpture, Uminchu Gate awaits you. Uminchu means ""fisherman"" in the Okinawan dialect. From Uminchu Gate, you can enjoy the emerald-green ocean of Okinawa and the endless beauty of Ie Island. Take the escalator from Fisherman's Gate to the third floor. The entrance to Churaumi Aquarium is on your right. After entering the entrance, there is a row of touch pools. You can personally touch starfish, sea cucumbers and other marine life living in the coral reefs. They are all safe. You only need to touch them lightly, but please do not take them out of the water. There are special wash basins and hand dryers next to the touch pool. Going forward is a huge water tank called the ""Coral Sea"", with about 800 coral reef communities composed of 70 species of corals. There is also the ""Sea of ​​Tropical Fish"", where various tropical fish thrive in seawater that simulates the natural environment.
△ The huge water tank ""Kuroshio Sea"" runs through two floors. In 7,500 cubic meters of sea water, three whale sharks over 8 meters long swim around above your head, which is very shocking. On the first floor of the aquarium, there are areas such as the deep-sea adventure area, Happy Ocean Research Laboratory and souvenir shop. If you want to buy some souvenirs, the aquarium’s T-shirts, whale shark and manta ray plush toys, mobile phone lanyards, etc. are all good choices. Outside the aquarium, there are several venues near the sea, including the Manatee Pavilion, Turtle Pavilion, Dolphin Lake and Dolphin Theater, which can be visited together.
△ The ""Aqua Room"" allows people to observe whale sharks and manta rays from various angles. There is a Cafe""Ocean Blue "" next to the large tank, where you can enjoy pasta, pita bread, rice tortillas, cakes, sweet potato ice cream and other delicacies while watching the fish in the ""Kuroshio Sea"". The cafe does not accept reservations. When there are many people, you need to queue up to get a number. In addition, there is a ""Churaumi Theater"" on the second floor, which screens multiple high-definition documentaries about Okinawa's ocean every day."
1702446218-13,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"48. Ocean Expo Park6.24.8/5347 Reviewsbased on 600 reviewNo. 1 of Top Best Things to Do in MotobuBotanical GardensAquariumsAngelRaphaelThe second time I went to Ocean Expo Park to play, I really saw the big and small fish. It was really fun. It was the most important thing to get close to starfish and sea cucumbers. It was really shocking to visit the tofu shark again.Japan · Kunigami DistrictFree",https://my.trip.com/travel-guide/attraction/motobu/ocean-expo-park-78900/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,Ocean Expo Park,"Ocean Expo Park is a national park established in August 1976 at the former site of the Expo to commemorate the Okinawa International Ocean Expo held in 1975. The theme of the park is ""Sunshine, Flowers and Ocean"", and various facilities such as the Okinawa Churaumi Aquarium, dolphin show, and marine culture center in the park are very popular. Among the three areas of the park, the historical and cultural area includes the Oceanographic Museum, which displays household items and fishing gear that demonstrate the connection with fishermen in the South Asia Pacific region. The Okinawa Rural Village reproduces the old architectural style of the Ryukyu Islands. There is also the Siluo Botanical Garden, where you can enjoy 22 species of plants that appear in the collection of ancient Okinawan songs, ""Omorosaushi of Siluo"". In the marine area, there are the world's largest Okinawa Churaumi Aquarium, which houses large sharks and rays, as well as the Dolphin Theater, Manatee House, Turtle House, Dolphin Lagoon, and Emerald Beach. The flower and plant area is full of flowers, green and lush, with a tropical dream center, a world-class greenhouse and a tropical and subtropical urban green botanical garden for tourists to explore a variety of plants."
1702446226-14,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"47. Kamakurakōkō-Mae Station6.24.6/5392 Reviewsbased on 241 reviewNo. 1 of Top Best Things to Do in Kanagawa PrefectureModern ArchitectureChristinedindinIn Kamakura, which takes only an hour or so by tram from Tokyo, many people will visit the holy sites to enjoy the flat crossings that have appeared in the animations of dunk masters.Japan · Kamakura",https://my.trip.com/travel-guide/attraction/kamakura/kamakurakk-mae-station-10354774/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,Kamakurakōkō-Mae Station,"Kamakura High School Mae Station is one of the stations of the Enoshima Tram. The platform faces the sea of Kamakura and is very beautiful at dusk. Since a section of the railway crossing outside the station is one of the scenes in Slam Dunk, it is very popular among tourists, and a huge number of people gather every day, wanting to shoot the classic scenes in the cartoons here. This ordinary small station has become a pilgrimage place in the hearts of countless fans."
1702446236-15,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"46. Sannenzaka & Ninenzaka6.24.6/5546 Reviewsbased on 5 reviewNo. 8 of Top Best Things to Do in Kyoto PrefectureFeatured NeighborhoodsPopular Spotsmichelle_469Beautiful townscape in Kyoto, there's a shop selling delicious chili furikake.Japan · KyotoFree",https://my.trip.com/travel-guide/attraction/kyoto/sannenzaka-and-ninenzaka-89541/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,Sannenzaka & Ninenzaka,"Sannenzaka & Ninenzaka, located near Kiyomizu-dera in Kyoto, make up two of the historically protected blocks here, the other one being Kiyomizuzaka. Sannenzaka & Ninenzaka are two small stone-paved slopes lined with steps, with Sannenzaka a small path linking Kiyomizuzaka with Ninenzaka. The houses here are mostly Machiya-style wooden houses built in the Edo period, with most vendors selling Kiyomizu ware and ancient Kyoto porcelain products. There are also quaint restaurants and souvenir shops to be found."
1702446245-16,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"45. Shibuya City6.24.6/5564 Reviewsbased on 9 reviewNo. 7 of Top Night Attractions in TokyoFeatured NeighborhoodsFasya S.Shibuya City, the Tokyo Drift signature! So many people crossing the street.Japan · TokyoFree",https://my.trip.com/travel-guide/attraction/tokyo/shibuya-city-10558901/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,Shibuya City,"Shibuya is one of Tokyo’s central wards. It is a major commercial and business center known for fashion and its popular nightlife scene. The area was historically the site of a castle in which the Shibuya family resided from the 11th century through the Edo period. Shibuya has achieved great popularity among young people since the early 1980s. There are several famous fashion department stores located here and Shibuya Crossing is a famous intersection. At peak times, thousands of people cross the tangle of streets in a pattern known as the Shibuya scramble."
1702446256-17,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"44. LEGOLAND Discovery Center Osaka6.24.4/5275 Reviewsbased on 206 reviewNo. 5 of Top Family-friendly Attractions in OsakaChildren's Play Areas郑小白鹅Legoland on the third floor of Dabaoshan Shopping Mall is an indoor environment, and it is surprising that there are small trains inside. The Lego showroom is also very good, there will be day mode and night mode. There are not many queues, Lego will have earthquake mode after the good, check your Lego is strong enough. Fun is still relatively strong.Ready to Use ImmediatelyAvailable TodayJapan · Osaka",https://my.trip.com/travel-guide/attraction/osaka/legoland-discovery-center-osaka-30650987/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,LEGOLAND Discovery Center Osaka,"Legoland Discovery Center Osaka, located in Mount Tenpo, is an indoor amusement park ideal for children. The park makes use of Lego bricks to recreate well-known attractions and street scenes around Osaka, such as Tsutenkaku, Dotonbori, and Hanshin Koshien Stadium. Tired visitors can also watch a 4D movie or grab some food from the park's restaurant."
1702446265-18,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"43. Shinsekai6.24.5/5263 Reviewsbased on 1.5k reviewNo. 10 of Top Best Things to Do in Osaka PrefectureFeatured NeighborhoodsPopular SpotsHUNG LUNG HSUNew World must see the tower of Tsutenkaku, and see those super-flaunt signs, touch the soles of Billy Kids, eat skewers and many delicious Japanese cuisineJapan · OsakaFree",https://my.trip.com/travel-guide/attraction/osaka/shinsekai-85129/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,Shinsekai,"Shinsekai is Osaka's famous old neighborhood that encompasses Tsutenkaku Tower and many historical shops. Many iconic scenes are found here, and it is especially known for the image of puffer fish lanterns set off against the tower. The area has also appeared in many films and television programs. The grassroots sentiment of this district has not changed much over the years, and this is a good place to discover the past prosperity of Osaka, with the communal atmosphere of the city fully reflected here."
1702446274-19,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"42. Tsutenkaku6.24.5/5556 Reviewsbased on 1.8k reviewNo. 4 of Top Night Attractions in OsakaBuildings by Famous ArchitectsObservation DecksNoyelNothing special to see, nothing clear at night, entry 900 yen per person.Japan · OsakaWalk-in Price From RM 28.94",https://my.trip.com/travel-guide/attraction/osaka/tsutenkaku-82442/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,Tsutenkaku,"Located in the Shinsekai district of Osaka and patterned after the Eiffel Tower, Tsutenkaku has become an iconic landmark building in Osaka. At night, the tower is lit with colorful lights and is an attractive sight in this southern city of Japan. Visitors to the  observation deck can enjoy beautiful views of the streets below while taking in the bustling city from a different perspective."
1702446283-20,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"41. Otaru Canal6.24.5/5974 Reviewsbased on 3.1k reviewNo. 1 of Top Best Things to Do in OtaruRiversWater Conservancy ProjectsE49***88Nice view with traditional Japanese atmosphere.  I went there in April 2019, the weather was warm (upto 26-28C  during day time) Stayed in Otaru for 2 nights, so I can see the different views during daytime and night time.  Like Otaru Canal very much, the canal, fresh air and the view seems liked bring you back to 100 years ago.  Wanted to go again in Winter time, must be a very different scenes.Japan · OtaruFree",https://my.trip.com/travel-guide/attraction/otaru/otaru-canal-90716/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Japan,Otaru Canal,"The Otaru Canal is a major landmark in Otaru and even Hokkaido. A row of masonry warehouses along the coast has been transformed into specialty shops such as glass handicraft stores. On the other side are kerosene street lamps, which are very retro and look particularly beautiful on winter nights. . The canal opened in 1923 and was used to load and unload goods, witnessing the prosperity of the ""Northern Wall Street"" in this area. Half of the current Otaru Canal is filled in for road use. Walking along the Otaru Canal during the day is a very pleasant thing to do. On one side of the river is a long pedestrian path. There is a Victorian-style kerosene street lamp standing at intervals on the road. It is very nostalgic, and many artists can often be seen painting here. On the other side of the river is a row of warehouses with brick and stone exterior walls, which is somewhat exotic. Against the background of blue sky and white clouds and reflections in the water, it is very delicious to take pictures. Brick Warehouses and Food These small shops such as grocery stores and restaurants converted from warehouses will be the best choice for you to buy Otaru souvenirs or eat local delicacies. The restaurant mainly serves beer and seafood. Among them, the Otaru Canal Canteen is a very popular one. The interior is decorated in the style of the Otaru street during the Showa period in Japan. It is very retro. Genghis Khan barbecue, crab, conveyor belt sushi and other delicacies, you need to wait for a table during the peak dining period. A popular photography spot is the Asakusa Bridge at the southern end of the canal, which is a good location for taking classic pictures of the Otaru Canal. Looking from the bridge, the section extending to the central bridge in the distance is the unmissable view of the Otaru Canal. There is a visitor center on Asakusabashi where you can pick up some maps and brochures with tourist information, and there are rest seats outside. Experience the rickshaw Next to the Asakusabashi Bridge, you will see rickshaw drivers in traditional costumes. If you are interested, you can get on a nostalgic rickshaw and experience the retro Otaru scenery. The fare for a 10-minute ride along the canal is generally 2,000 yen/person, 3,000 yen/2 persons, and the driver will warmly introduce the scenery to you in Japanese. Cruise Sightseeing You can also take a cruise to visit the Otaru Canal. The central bridge is the ticket office and the boating point. The river cruise takes about 40 minutes. The price is 1,500 yen during the day (500 yen for children) and 1,800 yen at night (500 days for children). Yuan). Check the specific schedule: http://otaru.cc/zh/timetable. Charming night At night, the kerosene street lamps are lit, and the old warehouses by the canal and the reflections in the water interweave a romantic and beautiful scenery, which is intoxicating. If it is snowing in winter, the quiet night will be particularly beautiful and charming. In addition, there are Taisho Glass Museum, Otaru City General Museum Canal Museum and other attractions near the Otaru Canal, which can be visited together."
1702446294-21,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/?locale=en-MY&curr=MYR,"40. Tokyo National Museum6.34.6/5325 Reviewsbased on 2.2k reviewNo. 2 of Top Museums & Galleries in TokyoMuseumsAnonymous UserThe special exhibition inside, you have to spend money to see, because you don't understand, you didn't go to the special exhibition, but I feel that the cultural relics inside are not as good as the provincial museum in Hubei, Hunan, and we just took out a cultural relics before B.C.Ready to Use ImmediatelyAvailable TodayJapan · TokyoFrom RM 31.84",https://my.trip.com/travel-guide/attraction/tokyo/tokyo-national-museum-78881/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/japan-100041/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Japan,Tokyo National Museum,"Located inside Ueno Park, the Tokyo National Museum is the oldest Japanese national museum, the largest art museum in Japan, and one of the largest art museums in the world. Tokyo National Museum holds over 110,000 objects, including a comprehensive collection of art works and archaeological objects of Asia, with a particular focus on Japan. There are restaurants and shops within the museum's premises, as well as outdoor exhibitions and a garden where visitors can enjoy seasonal views."
