web-scraper-order,web-scraper-start-url,links,links-href,Pages,Pages-href,Country,Place,Details
1702450924-9,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/?locale=en-MY&curr=MYR,22. Imerovigli Town6.24.6/594 ReviewsNo. 7 of Top Best Things to Do in SantoriniTownsLittle Prince 小王子It is just beautiful and the view is great! There is a hike from Fira to Firostefani and then to Imerovigli with caldera view! Then take bus 19 back to Fira! Best time at sunset!We made a stop at Pink Sofia Cafe where we had a homemade lemonade and a delicious taboule!Greece · SantoriniFree,https://my.trip.com/travel-guide/attraction/santorini/imerovigli-town-95472/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Portugal,Imerovigli Town,"The small town of Imerovigli is one of the small towns on Santorini Island. The town is more famous for its cliff hotel accommodation, where you can experience Santorini's unique accommodation. This small village is located on a high cliff. The scenery along the cliff walk from Fira-Firostefani-Imerovigli is beautiful. It is the essence of the island's walking tour. The slightly undulating stone path extends to the sea and the sky. At the end, there are shops, restaurants, cafes and bars on both sides of the path, so you can stroll here and enjoy the beautiful scenery and refreshing Mediterranean sunshine."
1702450934-6,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/?locale=en-MY&curr=MYR,"Open at 10:0025. Carmo Convent6.24.3/532 Reviewsbased on 2.9k reviewNo. 2 of Top Churches and Cathedrals in LisbonPopular SpotsMuseumsArt MuseumsHistorical SitesChurches and Cathedrals疯癫小魔猪Carmo church was built between 1389 and 1423 and was once Lisbon's most distinguished church. But Portugal, after a devastating earthquake in 1755, destroyed most of the building, and now passes here, there is a kind of legacy.Portugal · Lisbon",https://my.trip.com/travel-guide/attraction/lisbon/carmo-convent-13575289/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Portugal,Carmo Convent,"Carmo Monastery is located in the Chiado district of Lisbon, next to the Santa Justa Lift and facing the São Jorge Castle Hill. It is located in the quiet Piazza del Carmo, once in ruins during the Lisbon earthquake of 1755, and the ruins of its Gothic church are the main remnants of the earthquake that can still be seen in the city. The cobbled streets beside the monastery and the facades of the old buildings reveal a strong sense of history. Much of the building was destroyed in the 1755 earthquake, and today the monastery has been turned into an open-air museum of religious sculpture and carvings - the Museu Arqueológico do Carmo (Museu Arqueológico do Carmo). The museum is divided into two exhibition rooms on the left and right, displaying some fine works of modern archaeological discoveries in Portugal, such as stone statues, sarcophagi, mummies and so on. There is a hidden path next to the monastery, which leads to the top of the Santa Justa Lift. From there, looking around, it feels like the whole city is in front of you, and you can see the Rossio Square nearby."
1702450934-10,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/?locale=en-MY&curr=MYR,"21. Irakleio6.24.5/537 ReviewsNo. 1 of Top Best Things to Do in HeraklionwwwellllIraklión was the largest population center of Crete during the Minos civilization, the fifth largest city in Greece and the capital of Crete. It is said that the palace of the Minos king in ancient Greek mythology was built here. The site of the Knossos Palace, discovered and excavated by Arthur Evans, is nearby. It can be inferred that there should be a port around 2000 BC, but this assumption has not been proved by archaeological evidenceGreece · Heraklion PrefectureFree",https://my.trip.com/travel-guide/attraction/heraklion/irakleio-100915/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Portugal,Irakleio,"Heraklion is an important maritime port and ferry port, where people can take ferries to Thera, Rhodes, Egypt, Haifa and the Greek interior. There is also Heraklion International Airport and the Greek Air Force Base."
1702450941-7,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/?locale=en-MY&curr=MYR,"24. Glória Funicular6.34.6/532 Reviewsbased on 1.3k reviewNo. 13 of Top Best Things to Do in LisbonBus ToursHistorical Sitesyuyanjia~Gloria Lift, also known as the Gloria Lift, is a very old public transport similar to a tram everywhere in Lisbon, using hydropower, then transformed into steam power, and finally into the current electric power.Portugal · Lisbon",https://my.trip.com/travel-guide/attraction/lisbon/glria-funicular-13575262/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Portugal,Glória Funicular,"The Gloria Lift is an old tram-like public transport in Lisbon. Recognized as a National Historic Monument in 2002, it is one of the most used means of transportation in Lisbon and is especially popular with tourists. The elevator was officially opened to the public on October 24, 1885. It was powered by water, and in 1886, it was converted into steam, and in 1915, it became the current electric motor. The tram travels back and forth between Praça Restauradores and S.Pedro de Alcântara, starting from Praça dos Restauradores, and goes up 265 meters all the way to the high area. When tourists come out of the elevator to the San Pedro viewing platform, they can overlook the whole view of Lisbon and the distance. Overlooking St. George's panorama."
1702450947-11,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/?locale=en-MY&curr=MYR,"20. Odeon of Herodes Atticus6.34.5/5127 Reviewsbased on 1.8k reviewNo. 10 of Top Best Things to Do in AtticaPopular SpotsHistorical SitesTheaterssculptorThe Adicus (Herodes Atticus) Theatre is a stone Roman theater structure located on the southwest slope of the Acropolis, Greece. The building was completed in 161 AD and then renovated in 1950. It was originally a steep theater with three stone front walls in the front row, which can accommodate 5,000 people.Greece · Central Athens",https://my.trip.com/travel-guide/attraction/athens/odeon-of-herodes-atticus-13641009/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/2.html/?locale=en-MY&curr=MYR,Portugal,Odeon of Herodes Atticus,"The Atticus Theater was built in 161 AD by the Greek Herod Atticus in the Roman Senate. It is one of the oldest theaters in the world and an outstanding one among the buildings of the same period. Many playwrights from ancient Greece have staged many classic operas again, and this theater is still in use today, and the big stage of the annual Athens Music Festival is located here. The theater as a whole is a three-story building with 32 rows of seats that can accommodate up to 6,000 spectators. It is a typical semi-circular amphitheatre, and any point of the theater can see the performance on the stage. The background of the stage is a Roman-style window-shaped high wall, and the niches are decorated with statues, which are very delicately designed. In 267 AD, Greece was invaded by foreigners, and the theater suffered fires several times. It can be said that it has experienced countless hardships, rises and falls, so the sense of vicissitudes of history here is also very strong."
1702450952-8,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/?locale=en-MY&curr=MYR,23. Hell's Mouth6.54.6/542 Reviewsbased on 4.2k reviewNo. 1 of Top Best Things to Do in CascaisAttractionsCavesPopular SpotsLAKSIKACabo Do Inferno is colated on the coat near to Cascais centro.  There is a view point in front of the Aslandtic ocean.  The special and well known foe this place is the big hole for water waving pass inside in and out the hilling deep.  From the big hole is likely a mouth at why called Cabo (mouth) do inferno in Portuguese meant the hell.Portugal · CascaisFree,https://my.trip.com/travel-guide/attraction/cascais/hell-s-mouth-18695830/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Portugal,Hell's Mouth,"It is located about 2 kilometers southwest of the old town of Cascais. A hole is formed on a 30-meter cliff, the waves of the Atlantic beat against the cliff, and the sea water pours in from the hole, which makes people feel the magic of nature. The waves of the Atlantic Ocean are even more frightening because of the cliffs and a deep hole in the cliffs. There is a small red-roofed house on the top. An old man is waiting here to welcome local and foreign tourists who come here from time to time. Standing on the shore, I saw the waves in the ocean rolling in, over the reefs near the shore, rolling out vortices one by one, and then furiously hitting the rocks and caves on the cliffs, making a deafening loud noise. Spectacular cliffs and huge waves and loud noises, hence the name."
1702450957-12,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/?locale=en-MY&curr=MYR,"19. Mount Lycabettus6.34.5/592 Reviewsbased on 6.3k reviewNo. 9 of Top Best Things to Do in AtticaMountainsODAJIYou can overlook the night view of Athens! If you are walking up, you will be advised to wear comfortable shoes as there are quite steep stairs.Greece · Central AthensFree",https://my.trip.com/travel-guide/attraction/athens/mount-lycabettus-96528/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/2.html/?locale=en-MY&curr=MYR,Portugal,Mount Lycabettus,"Lycabettus, about 300 meters above sea level, is the commanding height of Athens and can be seen from almost every place in Athens. The top of Lycabettus Hill has a wide view and is a good place to overlook the panoramic view of the city of Athens and enjoy the sunset. When the weather is clear, you can also overlook the port of Peres in the western suburbs of Athens and the Gulf of Saronicus. There is a theatre on the hill, an all-white stone church - St George's Rock Church and some restaurants with a view. You can choose to walk to the viewing platform on the top of the mountain, or recommend the way to take the cable car."
1702450960-9,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/?locale=en-MY&curr=MYR,22. Praca do Comercio (Terreiro do Paco)6.64.7/585 Reviewsbased on 17.1k reviewNo. 12 of Top Best Things to Do in LisbonFeatured NeighborhoodsPopular SpotsHistorical SitesStatues/Sculptures보라군The grandeur of the landmark giant square in Lisbon's Old Town is impressive. It is located right in front of the Taeju River and is also the starting point for the Belem district.Portugal · LisbonFree,https://my.trip.com/travel-guide/attraction/lisbon/praca-do-comercio-13566850/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Portugal,Praca do Comercio (Terreiro do Paco),"Commercial Square is one of the more important squares in Lisbon, adjacent to the Tejo River, also known as Palace Square, where the Rivera Palace, which was destroyed in the 1755 earthquake, was once located. The commercial square is known as one of the most beautiful squares in Europe. It is surrounded by the municipal building on three sides, and in the middle stands the equestrian statue of Dom Jose I, because the horse body sculpture is all black. From the beginning of the 16th century, due to the construction of the Rivera Palace, the area was further developed with ports and shipbuilding facilities, the Casa da India and others that managed Portugal and other European countries and Africa, etc., where important institutional buildings of the time were located. around the square."
1702450969-10,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/?locale=en-MY&curr=MYR,"21. 25th of April Bridge6.74.6/592 Reviewsbased on 2.9k reviewNo. 1 of Top Best Things to Do in Setubal DistrictPopular SpotsBridges旅の径April 25 Bridge, across the Tru River, a landmark building in Lisbon, Portugal. Unnamed. When I first entered Lisbon, I passed a bridge and the tour guide said gently: On April 25, the bridge arrived... I was surprised to understand that in 1966, in order to commemorate the 30th anniversary of the rule of Prime Minister Salazar of Portugal, the bridge was built and named the Salazar Bridge; Portugal's ""Lilac Revolution"" on April 25, 1974, overthrows Salazar's dictatorship and establishes a democratic regime; in honor of this historical moment, the bridge was renamed ""April 25 Bridge"". The shape of the twin tower suspension bridge, the half-circle arc steel cable group, the orange bridge body... the same appearance, known as the sister bridge of San Francisco's Golden Gate Bridge. The road and railway are dual-use, the bridge spans 1012 meters, and the total length is 2,277 meters. It is both the main artery of north-south traffic in Lisbon, and it is like a rainbow across the Tejo River, which has become an iconic landscape in Lisbon. Tip: On the south bank of the bridge is another landmark building in Lisbon - on the top of Almada, the statue + the large statue of Jesus with a total height of 110 meters, opens your huge hands and overlooks the beautiful Lisbon.Portugal · Almada",https://my.trip.com/travel-guide/attraction/almada/25th-of-april-bridge-13575251/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/portugal-100106/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Portugal,25th of April Bridge,"On April 25, the bridge spanned both sides of the Tejo River, connecting Lisbon and the city of Almada on the opposite bank, and it is one of the landmarks of Lisbon. On April 25, the bridge has a total length of 2277 meters, with six lines of traffic on the upper level and railways on the lower level. Because its exterior color is similar to the Golden Gate Bridge in the United States, the contractors of the two bridges are the same company, and they are often called the sister bridge of the Golden Gate Bridge by the outside world. The bridge connects Lisbon with the city of Almada on the opposite bank. On the top of the mountain in Almada, a Christ with open arms stands tall here. People who sailed in those days always set off under this sculpture to go to the unknown world. Today, the April 25 bridge has experienced more than 40 years of wind and rain, and it still glows red, like a red ribbon, hanging over the Tejo River, becoming a beautiful landscape in Lisbon."
1702450969-13,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/?locale=en-MY&curr=MYR,"18. Delphi Rlics6.34.4/553 Reviewsbased on 4.1k reviewNo. 1 of Top Best Things to Do in Central GreeceHistorical Sites翱翔的大鲨鱼Defil. Legend has it that Zeus released two eagles, each flying east and west, and finally meets in Defil, the center of the world. Another miracle is the shrine of Apollo, which can be verified by the relics of the existing Apollo and Athena sacred areas!Greece · Phocis",https://my.trip.com/travel-guide/attraction/phocis/delphi-rlics-88631/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/greece-100036/tourist-attractions/2.html/?locale=en-MY&curr=MYR,Portugal,Delphi Rlics,"The ruins of Delphi are religious sites in the classical period of Greece. The ruins are located in the foothills of Parnassos, northwest of Athens. They are named after the Delphi people who lived there. Founded in the 7th century BC, it was considered the center of the world in ancient Greece, the religious center and a symbol of unity in ancient Greece. Delphi is the more important temple in all the Greek places, because this temple is dedicated to the sun god Apollo, the god of knowledge, light, music and medicine in the ancient Greek beliefs. There are also an open-air theater and a holy road in the ruins area. On both sides of the holy road, there are gift vaults, altars, monuments, colonnades, etc. built by the Greek states to worship the gods. Archaeological excavations of the Delphi site system started in 1892, and all the ancient buildings in the temple area have been cleared and a museum has been built."
