,web-scraper-order,web-scraper-start-url,links,links-href,Pages,Pages-href,Country,Place,Details
119,1702438114-2,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,49. Kelingking Beach Nusa Penida4.94.6/543 Reviewsbased on 1.6k reviewNo. 5 of Top Instagram-Worthy Locations in BaliPopular SpotsBeachesGiny2002Hike down to the beach would take around 45min. It is a step flight of steps. The colour of the ocean is pretty! We saw two manta swimming in the ocean too!Indonesia · BaliFree,https://my.trip.com/travel-guide/attraction/bali/kelingking-beach-nusa-penida-55798312/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Kelingking Beach Nusa Penida,"Elf Beach is a very worthy place to overlook the sea in Bali. It looks like a big dinosaur from the air. The winding and towering cliffs, the rock formations shaped like dinosaurs, and the blue water from shallow to deep are enough to marvel at the magic of nature. The vegetation extends from the mountains to the sea, standing on the edge of the cliff, as if it has contracted the entire coast."
120,1702438123-3,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"48. Denpasar5.04.4/5109 ReviewsAly Jthe capital city of Bali where you can enjoy their museum, parks and market. it is so crowded in this area and expect the heavy traffic when going to DenpasarIndonesia · BaliFree",https://my.trip.com/travel-guide/attraction/bali/denpasar-10354716/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Denpasar,"Also known as ""Batang"", it is located in the southern seaport of Bali, Indonesia. It is the capital of Bali, the largest city and commercial center on the island, and a famous tourist destination in Indonesia. The ancient and modern Denpasar can be called the kingdom of volcanoes and tea plantations. It combines a strong religious atmosphere with a modern style. Especially in the urban architectural style, it reflects the unique charm of Bali. If you want to understand the life of the local people, you can go to the traditional market. There are traditional large markets on both sides of the Padong River. The right bank of the river sells daily necessities, fabrics and handmade rattan baskets, while the left bank sells All kinds of fruit thinning and spices. The Denpasar market has a dazzling array of goods, high quality and low prices, which will definitely make you addicted to shopping. There are also many museums with collections of art treasures and various Hindu monasteries, making this tourist city full of charm."
121,1702438133-4,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"47. Sanur5.04.5/5132 Reviewsbased on 8.3k reviewNo. 8 of Top Beaches in BaliBeachesAly JBeach lovers, this beach is a must to visit if you're planning to go to Bali for your vacation, there are various activities you can enjoy like Island hopping, surfing and many more.Indonesia · BaliFree",https://my.trip.com/travel-guide/attraction/bali/sanur-82481/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Sanur,"For tourists who like tranquility, leisure and elegance, Sanur is a better choice. It is a good place to watch the beautiful sunrise in Bali. Its nightlife is also very colorful. At dusk, you can see the lively Disco Live performances in the ballroom and Pub, as well as authentic Balinese indigenous dances. Beach Introduction Sanur Beach Sanur consists of several small beaches connected together with a quiet atmosphere. When the morning sun rises, there are often locals and tourists jogging on the flagstone road. Originally a small village by the sea, it was one of the first resort areas established in Bali after half a century of tourism boom. Nonetheless, it still holds its mark on this history well, and its laid-back vibe hasn't changed since the beginning. The more laid-back atmosphere here compared to Kuta and Legian also attracts a different group of tourists. Beach Activities The sea here is clean and suitable for snorkeling and diving, but the facilities are relatively old. Sanur is also a marina and there are many boats departing to Lembongan and Lombok. The consumption level of Sanur Beach is slightly lower than that of Kuta, and the nightlife is rich and colorful. At dusk, there are many lively Disco dance halls and Pub live singing. In addition, you can also enjoy the authentic indigenous dance of Bali."
122,1702438143-5,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"46. Tulamben5.14.5/5106 ReviewsNo. 4 of Top Spectacular Underwater Scenery in BaliOutdoor DivingSeashoresD29***86tulamben is best location for scuba diving activity,most famouse dive site is liberty wreck,  queen guest house is very good accomodation in tulamben with very competive price, in house has very clean swiming pool , share kitchen , and especial the hostes is very fluen in english and very friendlyIndonesia · Bali",https://my.trip.com/travel-guide/attraction/bali/tulamben-82484/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Tulamben,"Tulamben has no sandy beaches, only cobble-covered bays, but it is a paradise for divers. The water here is gentle, the water is clear, and the visibility is high, making it ideal for deep diving. If you want to dive, you don't even need to go out to sea, you can dive right from the shore. In addition, it used to be the sinking point of warships. The LibertyWreck is a wreck of the U.S. Navy during World War II. It was built in 1918 and is buckled on the seabed in an inverted trapezoid shape. It is 120 meters long and 16 meters high. The cannons, warehouses and rudders at that time are well preserved. Today, the wreck is only 40 meters away from the shore, and the shallower stern part is only 3 meters deep. This means you don't have to go out to sea in a boat to see this magnificent sight. Dive site introduction DropOff: next to the prominent reefs on the coast. PalungPalung: Here you have to take a boat around to the back of the raised reef. There are pygmy seahorses, and there are also pairs of red Gobby and a lot of Jawfish hiding in the hole. CleaningStation: There are two cleaning stations, this one is in the sand at 27 meters deep, and the other is in Coral Garden, 21 meters, where there are many cleaning shrimps. Seraya: Has Harley Shrimp Ho Rainboweel. Kubu: Opposite to Seraya, another village within 10 minutes' drive away, there are many staghorn corals underwater."
123,1702438152-6,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"Open at 12:0045. Mt Batur5.14.5/581 Reviewsbased on 3.2k reviewVolcanoesJanine WillAbsolutely worth it. We did a sunset tour, pickup at the hotel at 2.30 am, started hiking at 4.30. Quite exhausting as we had to rush a bit, but the views are amazing.Available TomorrowIndonesia · BaliFrom RM 304.40",https://my.trip.com/travel-guide/attraction/bali/mt-batur-83102/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Mt Batur,"Although not the number one volcano, Mount Batur and Lake Batur are one of the symbols of Bali. In 1917, Mount Batur erupted, destroying countless shrines and villages, and ancient lava deposits can still be clearly seen around the volcano. The volcanic ash scattered across the island after the eruption brought mineral-rich soil, and the mountains also blocked the moisture-rich clouds from the Indian Ocean, resulting in abundant rainfall, all of which gave islanders a bumper harvest. In addition, Lake Batur (Lake Batur) is nestled next to Batur Volcano, and it is often surrounded by clouds and mists, and it is beautiful. The landform here is like a huge bowl, its lower half is full of water, and many volcanic cones burst out of the water from the center, all of which make people sigh at the magic of nature."
124,1702438161-7,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"44. Istiqlal Mosque5.24.5/5161 Reviewsbased on 2.7k reviewNo. 4 of Top Best Things to Do in Central JakartaMosquesPopular Spots_We***57The big mosque in Indonesia. The design of this building made by cristiani people. Indonesia have more culture, we called is Bhineka tungggal ikaIndonesia · JakartaFree",https://my.trip.com/travel-guide/attraction/central-jakarta/istiqlal-mosque-82410/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Istiqlal Mosque,"Located in the northeast of Independence Square, it is a well-known mosque in Southeast Asia. It was established by the Indonesian government in 1984 to commemorate Indonesia's independence and thank God for his blessings to Indonesia. The mosque was named ""Istiqlal"", which means ""independence"" in Arabic. The main building of the mosque is a central worship hall covered by a large white dome with a diameter of 45 meters, which is very eye-catching from the outside. Surrounding the hall is a 5-story annex, the entire building is paved with marble, of which there are 4,400 marble columns alone. During the festival, the mosque can accommodate 120,000 people to worship at the same time, and the prayer scene is very spectacular. Major Islamic activities and ceremonies in Indonesia are held here, and Indonesian President and government dignitaries often come to worship here."
125,1702438170-8,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"43. Lombok Island5.24.4/5109 ReviewsNo. 1 of Top Best Things to Do in West Nusa TenggaraIslands/PeninsulasBeaches喜欢猫的虎Lombok is across the sea from Bali, east of Bali. It is called the ""back garden of Western tourists"" but there are very few Chinese tourists. Lombok is almost as big as Bali. The island also has beautiful beaches and steep volcanoes, but the development level is far lower than Bali, and the play facilities are relatively backward. But it is very quiet and more original. Visitors who enjoy outdoor sports and have plenty of time can come here for more in-depth play. Indonesia · LombokFree",https://my.trip.com/travel-guide/attraction/muncan/lombok-island-92655/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Lombok Island,"Lombok is an island in the small sunda archipelago of Indonesia. It is home to Indonesia's famous mountain, the linjani volcano, which is 3726 meters above sea level. The clear blue water and the white sandy beach constitute the beautiful seaside scenery of lombok island. Besides, it is a good place to see a variety of Australian plants and animals and to appreciate the unique traditional customs and culture of the sasak people."
126,1702438179-9,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"42. Gunung Ijen5.24.7/579 Reviewsbased on 2.9k reviewNo. 1 of Top Best Things to Do in East JavaVolcanoesBobbob_xpA Mount Ijen blue fire trip is a captivating and otherworldly adventure that takes you to the heart of East Java, Indonesia. Here's what makes this journey to Mount Ijen's blue fire truly remarkable:1. The Enigmatic Blue Fire: The main attraction of Mount Ijen is its mesmerizing blue fire, a natural phenomenon caused by the combustion of sulfuric gases. Witnessing this eerie blue glow in the darkness of night is a surreal and unforgettable experience.2. Challenging Hike: To reach the blue fire, you'll embark on a challenging hike that usually starts in the early hours of the morning. The steep ascent can be demanding, but the reward of witnessing the blue flames is well worth the effort.3. Ijen Crater Lake: As you reach the rim of the crater, you'll be greeted by the sight of Ijen's turquoise-colored crater lake. This stunningly acidic lake is one of the world's largest, and its unique color contrasts beautifully with the rugged landscape.4. Sulfur Miners: Along the trail, you'll encounter the incredibly tough sulfur miners who work in the harsh conditions of Mount Ijen. These laborers extract chunks of sulfur from the volcano and carry heavy loads down the steep slopes, offering a glimpse into their challenging way of life.5. Sunrise Spectacle: Timing your visit to coincide with sunrise is a must. Watching the first light of day illuminate the crater, lake, and surrounding mountains creates a breathtaking panorama that photographers and nature enthusiasts will cherish.6. Volcanic Scenery: The entire journey to Mount Ijen is a visual feast. You'll pass through lush forests, volcanic rocks, and rugged terrain, making it a perfect opportunity for nature lovers and adventure seekers.7. Safety Considerations: Due to the presence of toxic sulfuric gases, it's important to take safety precautions during your visit. Wearing a gas mask provided by your guide is essential to protect yourself from inhaling harmful fumes.Indonesia · Sempol",https://my.trip.com/travel-guide/attraction/kalianyar/gunung-ijen-10354719/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Gunung Ijen,"Ijen Volcano is located in the east of Java Island, Indonesia. There is a crater lake about 1 km wide. The crater is famous for its rich sulfur and is now a famous tourist destination."
127,1702438188-10,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"41. Tanjung Benoa5.24.3/5217 ReviewsNo. 6 of Top Spectacular Underwater Scenery in BaliWater SportsBeachesDwi Quoinexperfect place for water sports lovers. Here, we can enjoy various activities such as snorkeling, jet skiing, parasailing, banana boat, and many more.Indonesia · BaliFree",https://my.trip.com/travel-guide/attraction/bali/tanjung-benoa-10558786/?locale=en-MY&curr=MYR,5.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Indonesia,Tanjung Benoa,"Taniung Benoa, known colloquially at South Bay, is famous for its water sport culture and aquatic activities. The Bay's reefs block surging tides, meaning the waves reaching the shore remain relatively calm. This natural protective barrier makes swimming and water sports comparatively safer. Attractions include the new Flying Fish, an exciting rocket experience, and a panoramic view of Bali from the high-altitude towering umbrella. Visitors can also charter out to sea to watch sea turtles, or visit the small fishing village to the north."
128,1702438200-11,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"40. Komodo National Park5.34.8/527 ReviewsNo. 2 of Top Best Things to Do in East Nusa TenggaraPopular SpotsNational Parks_TS***bsA once in a lifetime experience! Komodo dragons can only be found in here, and they are definitely a sight. Although they are in real life less majestic than expected (they hang out by the kitchen and other tourist areas, waiting for some food to be dropped), definitely worth a visit.Indonesia · West Manggarai Regency",https://my.trip.com/travel-guide/attraction/komodo/komodo-national-park-82614/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Komodo National Park,"Komodo National Park consists of three small islands: Komodo Island, Badar Island and Rincha Island. In 1991, Komodo National Park was included in the World Natural Heritage List. Here lives the world's largest living lizard: the Komodo dragon, also known as the Komodo dragon. Adult Komodo dragons are 3-4 meters long and weigh up to 100 kilograms. They are ferocious carnivores with a lifespan of 40-50 years."
129,1702438209-12,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"39. Jakarta Cathedral5.34.6/5106 Reviewsbased on 1.3k reviewNo. 3 of Top Best Things to Do in Central JakartaChurches and CathedralsPopular SpotsJessicagagaJakarta Catholic Church is located next to the Istiklal Mosque. The main church was built in 1891 and 1901, in a Gothic style. People can apply for a wedding witness venue in the church.Indonesia · JakartaFree",https://my.trip.com/travel-guide/attraction/central-jakarta/jakarta-cathedral-23030835/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Jakarta Cathedral,"The cathedral is close to Independence Square, Independence Palace and Istiklal Mosque. It is one of the landmark buildings in Jakarta. It adopts the neo-Gethe architectural style that prevailed at that time. The appearance is very beautiful, with the elegance of European architecture. The church is not very big, but it gives people a unique feeling. It is often seen that Westerners and believers hold weddings in it."
130,1702438219-13,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"38. Glodok Chinatown Market5.34.5/573 Reviewsbased on 438 reviewNo. 5 of Top Best Things to Do in JakartaFeatured NeighborhoodsMarkets探索大自然China City, this is Tangchengfang in West Jakarta, witnessing the huge number of Chinese. There are Chinese talents in all countries of the world, and there are China City. When the Chinese people enter, they feel very kind, like relatives who have not seen each other for a long time. There are many stores, all specializing in tourist business, like to kill the price, especially interesting.Indonesia · JakartaFree",https://my.trip.com/travel-guide/attraction/west-jakarta/glodok-chinatown-market-23027771/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Glodok Chinatown Market,"Chinatown is located in the old part of Jakarta with a lot of Chinese people and there are many Chinese restaurants there. You can hang out here, take pictures, and experience the daily life of the locals."
131,1702438229-14,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"37. Bali Bird Park5.34.7/5133 Reviewsbased on 2.4k reviewForestsZooskenz22Bali Bird Park has successfully bred many species of birds here, including the rare Pesquet's Parrot and Starling which is being cared for to be released into the wild. There are more than 40 species of birds housed here, a number that continues to grow under the care of Bali Bird Park's professional staff.Ready to Use ImmediatelyAvailable TodayIndonesia · BaliSave RM 1.20RM 37.82From RM 36.62",https://my.trip.com/travel-guide/attraction/bali/bali-bird-park-80525/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Bali Bird Park,"The innovative Bali Bird Park arrived on Bali’s eco-tourism scene more than 20 years ago.The park is committed to the preservation, conservation and breeding not just of Indonesia’s exotic bird life, but from other regions too. And it is divided into regions that recreate the natural habitats of its birds, complete with indigenous plant life.
Bali Bird Park plays a key role in protecting and conserving Indonesia’s endangered wildlife.It has successfully bred many species, including the rare Pesquet’s Parrot and numerous Bali Starlings, bred mainly to support local release programs. The park accommodate more than 40 species of protected Indonesian birds, a growing number of which are now breeding successfully under the care of the staff."
132,1702438238-15,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"36. Dream Beach5.44.5/5313 Reviewsbased on 1.3k reviewSurfingBeachesAly Jbeautiful beach with cliff view, its wave is best for surfing, also there's a place where you can take your photo from the top of the cliffIndonesia · BaliFree",https://my.trip.com/travel-guide/attraction/bali/dream-beach-90764/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Dream Beach,"Dream Beach is a very beautiful beach and one of the most popular attractions in Bali. The clear blue water, fine sand, and colorful coral form a unique beauty, making it an ideal holiday destination. The wind and waves here are high and the waves have strong climbing power, making it a paradise for surfers. Here you can get away from the busy life, slow down and enjoy a wonderful vacation. Now, with the rapid development of hilly development in this area, Lembongan Island can already provide good accommodation conditions. Living in Lembongan Island, you can enjoy sea view delicacies on the viewing platform of the hotel or in the infinity swimming pool."
133,1702438248-16,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"35. Beautiful Indonesia in Miniature Park5.44.5/5169 Reviewsbased on 2.3k reviewNo. 4 of Top Best Things to Do in JakartaPopular SpotsMuseumsCity ParksTheme ParksM49***66Located in the micro park in the downtown Jakarta, Indonesia, it shows the cultural landscape of 27 areas. Tickets are flat and easy, and all kinds of performances in the scenic area are free to watch. Food in the scenic area and accommodation consumption is low. It is worth bringing your family to play. Experience Southeast Asian styleIndonesia · Jakarta",https://my.trip.com/travel-guide/attraction/east-jakarta/beautiful-indonesia-in-miniature-park-23027774/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Beautiful Indonesia in Miniature Park,"Indonesia Miniature Park is located on the outskirts of Jakarta and covers an area of about 100 hectares. There is a giant model map of the Indonesian archipelago in the middle of the park, and the surrounding park is divided into 27 districts, representing 27 provinces and regions in Indonesia, such as Central Java, Bali, Jakarta, etc. Each area has buildings with local traditional characteristics and plants with local characteristics. Here, you can take a boat tour of the ""Islands of Indonesia"", or you can take a cable car, a small train or a horse-drawn carriage to travel around the ""nation"" and enjoy the scenery and characteristics of all parts of Indonesia. There are cultural performances, celebrations, and local delicacies in the park, especially during weekends and public holidays, where there are more activities to fully experience Indonesian culture. There are also museums, libraries, children's palaces and children's playgrounds, where teenagers can regularly go to the park to learn traditional music and dance. One of the more eye-catching buildings is the Golden Snail Panoramic Cinema, which shows panoramic movies such as ""Beautiful Indonesia"" every day."
134,1702438259-17,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"34. Bali Zoo5.54.4/5125 Reviewsbased on 5.6k reviewNo. 5 of Top Incredible Wildlife Areas in BaliZoosSebrinakartikasarygo to here with family is the best way for holiday trip, the staff was very friendly and helfull. the place is very clean an comfortable for kidsReady to Use ImmediatelyAvailable TodayIndonesia · BaliSave RM 4.20RM 42.02From RM 37.82",https://my.trip.com/travel-guide/attraction/bali/bali-zoo-13353616/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Bali Zoo,"Located in the village of Singapadu, Bali Zoo is set in lush tropical gardens and houses more than 350 species of animals, including rare and endangered species such as Sumatran elephants, Sumatran tigers, orangutans, sun bears and binturongs, among many other exotic species. In addition, you can experience outdoor activities such as elephant riding, horseback riding, taking pictures with animals and outdoor adventures."
135,1702438268-18,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,33. Prambanan Temple5.54.6/5193 ReviewsNo. 1 of Top Best Things to Do in YogyakartaTemplesPopular SpotsHistorical SitesE44***42it was a very awesome experience to tour this temple. it is so amazing how the people from olden times were able to carve a detailed story of ramayana and sita as well as their gods.Indonesia · Sleman Regency,https://my.trip.com/travel-guide/attraction/bokoharjo/prambanan-temple-82531/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Prambanan Temple,"Prambanan is a very magnificent Hindu temple in Indonesia. It has been damaged by many volcanoes and earthquakes. There are more than 50 temple ruins. Prambanan was built in the 8th to 10th centuries AD, about the same era as Angkor Wat in Cambodia, and has many similarities in architectural form and sculptural themes. The temple has three-story courtyards. Most of the buildings on the outer two floors are in ruins. Only the inner layer preserves several temples. The three magnificent main temples are dedicated to Shiva, Brahma and Vishnu, and the other three small temples are respectively. Enshrined in their mounts divine bull, divine goose and condor. Like Borobudur, Prambanan Temple is also built of volcanic rock, and the walls are covered with exquisite reliefs, but its content is mostly based on the Indian epic ""Ramayana"". Compared with Angkor Wat, although the same story is told, the artistic style and characters are quite different."
136,1702438279-19,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"32. Lovina Beach5.54.5/5156 Reviewsbased on 1.6k reviewNo. 4 of Top Incredible Wildlife Areas in BaliDolphin WatchingOutdoor DivingBeaches东张西望望东西Rowena Beach is a famous place to go out to sea to enjoy dolphins. If we don’t choose to see dolphins, you can enjoy the sunset here. It’s also quite beautiful, and there are not many people on the beach.Indonesia · BaliFree",https://my.trip.com/travel-guide/attraction/bali/lovina-beach-83105/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,Lovina Beach,"Lovina Beach is located on the northern tip of Bali and is a favorite place for diving enthusiasts. Due to the long-term erosion of the volcanic rocks by the sea, a unique black sand beach is formed, which is also one of the quietest beaches in Bali. Going to Lovina to see dolphins is one of the must-have items. Rottweiler means ""sea of honey"" and was named by a chief of Singaraja. Lovina Beach is low-key and suitable for tourists who seek privacy. Its low decibel and slow rhythm are in sharp contrast to Kuta. Hundreds of dolphins live in this area of water, and at dawn, they go out to hunt in groups, forming a spectacular ""Dolphin Legion"" on the sea. Diving resorts For more professional diving enthusiasts, there are diving resorts that are better than other shores. You can also admire tropical fish and look for small corals in this area. For those who don't know how to dive, renting a boat to see corals in the sea at a depth of 500 to 600 meters is also a unique experience. More than ten meters deep in the sea, with coral reefs, you can feel the splendor of nature without being in the water."
137,1702438288-20,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"31. RIUG Paragliding5.64.9/530 Reviewsbased on 82 reviewNo. 4 of Top Fun Outdoor Activities in BaliParaglidingKH环游记This time we were on a honeymoon trip, but we still wanted to try something fresh and passionate during the honeymoon. Playing the rug glide venue, we went on a motorcycle by ourselves. (I like “self-driving” in Bali) After arriving there, I saw people queuing (all Chinese, not many people). Because it is the first time to do this kind of high-altitude exercise, it is still a bit nervous and exciting. The staff is still very polite, patient and professional. Looking at the wind direction, the wind will not fly. The two of us looked at the paragliding that took off one by one in the sky, and we were not excited. It was our turn, my wife was very strong on the field, and I must shoot him! The coach is behind, I am in front of him, holding a grop, recording our flight process. The only downside of the whole process may be that the flight is not exciting enough, not high enough, not far enough (I was worried about being too exciting). The recommendation index is four stars, you can try it if you haven't played it, and the one that likes to stimulate may not be enough appetite, it's too easy haha.Indonesia · BaliWalk-in Price From RM 240.10",https://my.trip.com/travel-guide/attraction/bali/riug-paragliding-56006792/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Indonesia,RIUG Paragliding,"RIUG Paragliding Base is a relatively new paragliding base with environmental facilities in Bali. It has only been established in the past two years. It has a strong flight instructor team and has a relatively high flight probability. It is located on Nusa Dua Beach, and the environmental facilities are very well equipped. Wi-Fi, charging area, etc. are available."
138,1702438299-21,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,30. Museum Nasional5.64.5/5175 Reviewsbased on 1.7k reviewNo. 2 of Top Best Things to Do in Central JakartaMuseumsPopular SpotsDIVINE BRIGNAS SALUDAGA See? Heritage is really important to them. I was amazed how good were they in terms of arts. The exhibits there were so fascinating. They kept even the gold ones. They were able to preserve those antique through centuries. Even bones and the history of their humanity is evident.Indonesia · Jakarta,https://my.trip.com/travel-guide/attraction/central-jakarta/museum-nasional-80308/?locale=en-MY&curr=MYR,3.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Indonesia,Museum Nasional,"The museum is located on Independence West Street, west of Independence Square in the city center. It was built in 1868 and is the largest and richest museum in Indonesia. The museum is a European-style white building. There is a bronze elephant standing on the stone pier on the lawn in front of the museum, which was donated by King Rama V of Siam when he visited in 1871, so the museum is also called ""Elephant Museum"" or ""Elephant House"". The museum has gold and silver ornaments room, bronze ware room, currency room, antiquities exhibition room, prehistoric exhibition room, wood ware exhibition room, folk customs exhibition room, East India Company exhibition room, etc. Ding and Li from the Bronze Age in China 4,000 years ago, ancient Chinese ceramics and coins, the elephant-headed Buddha statue on Java Island, the unique house model in Sumatra, shadow play, puppet show props, etc."
139,1702438309-22,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,"29. Ulun Danu Beratan Temple5.64.5/5267 Reviewsbased on 3.9k reviewNo. 2 of Top Temples in BaliTemplesPopular SpotsSolo TravelerThis temple is on money IDR 50.000amazing view, very clean, but quite far from the airportIndonesia · Bali",https://my.trip.com/travel-guide/attraction/bali/ulun-danu-beratan-temple-82485/?locale=en-MY&curr=MYR,3.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Indonesia,Ulun Danu Beratan Temple,"The temple on the shores of a pristine crater lake acts as a vehicle for offerings to the water, lake, and river goddess, Danu, of the Balinese Hindu-Buddhist tradition. The king of Mengwi commissioned the temple in 1633 A.D but it still stands as beautifully as ever, adjacent to the “Lake of the Holy Mountain”. Tours are available and speed boat trips around the lake and temple are a popular option."
140,1702438317-23,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/?locale=en-MY&curr=MYR,28. Kuta Square5.74.4/5190 Reviewsbased on 2.4k reviewFeatured NeighborhoodsAly Jthe place is good for shopping different souvenirs.very busy in normal days but at his moment there's only few almost no tourist walking around.Indonesia · BaliFree,https://my.trip.com/travel-guide/attraction/bali/kuta-square-10354923/?locale=en-MY&curr=MYR,3.0,https://my.trip.com/travel-guide/attraction/indonesia-100045/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Indonesia,Kuta Square,"Kuta Foreign Street is famous for being a gathering place for Westerners in the early and very prosperous days of Bali. The street is lined with a variety of handicraft boutiques, clothing stores, antique silver shops, marine supplies stores and a number of large department stores. Furthermore, there are also several restaurants serving delicious specialty dishes, bars, and other attractions that make it an excellent destination for lovers ofshopping."
