web-scraper-order,web-scraper-start-url,links,links-href,Pages,Pages-href,Place,Details
1702400058-11,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"60. Ovo Castle6.74.6/5114 Reviewsbased on 4.3k reviewNo. 1 of Top Best Things to Do in NaplesCastlesPopular SpotsHistorical Sites燃烧生命的小胖妞Naples is located in southern Italy, located on the coast of Naples, the flower streets reveal the romantic atmosphere, but also created the Italian man's chic and casual personality, in such a beautiful natural environment, the locals advocate a comfortable, free lifestyle.Italy · Metropolitan City of NaplesFree",https://my.trip.com/travel-guide/attraction/naples/ovo-castle-10522598/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Ovo Castle,"The egg castle has a history of more than 2,000 years and is a very old castle in Naples. It used to be a gorgeous villa built by the Roman noble Lucules. The view of the promontory where the egg castle is located is very good. Climbing the castle, leaning against the window, you can enjoy the beautiful Bay of Naples and the spectacular sunset on the sea in the distance. Regarding the origin of the name of Egg Castle, it is still very dramatic. It is said that in the 6th century BC, an egg was placed in the castle by a wizard. If the egg breaks, the castle will disappear and bring disaster to Naples, so according to legend, the egg is still buried under the castle. ."
1702400068-12,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"59. Lake Garda6.74.7/571 Reviewsbased on 3.4k reviewNo. 12 of Top Best Things to Do in VenetoLakesZombieZomTravelItaly's largest lake in the north, not travel around because it is very big, very beautiful, the view is shocking, there is a chance to go again in winter.Italy · Province of VeronaFree",https://my.trip.com/travel-guide/attraction/torri-del-benaco/lake-garda-100378/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Lake Garda,"Malcesine, dominated by an elegant castle, is a magical place with unforgettable views. This romantic town on the eastern shore of Lake Garda once inspired famous celebrities such as Goethe, who lived here during his time in Italy. Medieval allies on their way to Scaliger Castle, restaurants and shops along the lake promenade and the Malcesine atmosphere continue to attract thousands of tourists who choose it as a holiday destination. The striking tower of Scaliger Castle appears to rise on rock buttresses and has a very ancient origin. A Lombard settlement built by the Scaliger family, the castle is now an interesting natural history museum dedicated to the flora and fauna of the Lake Garda region and Mount Baldo. If you want to go for breathtaking views, you can take a very modern cable car. From the panoramic gondola, you can see the sudden transition from the olive and oleander gardens of the Mediterranean flora to the mountain flora. If in winter, ski slopes of different difficulty can be skied downhill with stunning views of the azure lake, in summer Malcesine Lake Bay is full of colorful sailing, kitesurfing and windsurfing, while on land the Both are vigorous hikers and mountain bikers."
1702400077-13,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"58. Bosco Verticale6.84.6/574 Reviewsbased on 959 reviewNo. 11 of Top Best Things to Do in MilanModern Architecture莲子99Vertical forest is a very meaningful exploration in the history of architecture, is a certain place in the history of design, it is one of the first buildings to try to introduce the concept of vertical greening, and it is well maintained.Italy · Milan",https://my.trip.com/travel-guide/attraction/milan/bosco-verticale-23111679/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Bosco Verticale,"The vertical forest became a new landmark in Milan when it was completed in 2014, and appeared in the Expo 2015 as one of the iconic projects. Vertical forest is a new model of vertical densification afforestation in the city, aiming at creating a strong biodiversity system in modern city, away from the hustle and bustle of the city itself. The first phase of the vertical forest project includes two residential towers with a height of 110 meters and 80 meters respectively, built near Isola, the center of Milan, with more than 900 trees, more than 4,000 shrubs and 15,000 perennials, vines and flowers. , according to factors such as sunlight and height to determine the location on the building, the forest standing in the city will also become a new home for beneficial insects and migratory birds to stay."
1702400087-14,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,57. Sorrento Italy6.84.6/587 ReviewsNo. 4 of Top Best Things to Do in CampaniaTownsTrips_lamboGreat amazing time in Sorrento! definitely suggest to watch for the sunset by the Villa!Italy · Metropolitan City of NaplesFree,https://my.trip.com/travel-guide/attraction/sorrento/sorrento-italy-89790/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Sorrento Italy,"A town in southern Italy, located on the north coast of the Sorrento Peninsula, this is what the author longed for in the return of Italian famous songs to Sorrento. Sorrento is close to the Bay of Naples, 27 kilometers away from Naples in the north. The city is built on the cliffs of the seaside, surrounded by trees such as oranges, lemons and olives, and the scenery is very beautiful. Sorrento mainly produces wine and olive oil. The fishing industry is also very developed. It is famous for handicrafts such as wood inlay and lace. The streets in the city are neat and tidy, with lush flowers and trees. It also has a 14th-century monastery and a collection of medieval sculptures and paintings. There is a winding bay on one side and a blue sea on the other side, overlooking Mount Vesuvius and the beautiful island of Capri, surrounded by citrus forests, which is an excellent place for vacation and leisure."
1702400096-15,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,56. Murano Island6.84.4/5184 Reviewsbased on 3k reviewNo. 2 of Top Beaches in VeniceIslands/PeninsulasTheDragonHorseVisit Murano for the glass blowing demonstration on how they make the world famous glass pieces that were sold all over the world historically.Italy · VeniceFree,https://my.trip.com/travel-guide/attraction/murano/murano-island-88174/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Murano Island,"If you visit Venice, in addition to experiencing the unmissable gondola, you must not miss the famous glass island of Murano. The glazed products produced by Murano perfectly integrate the history of alchemy, the extremely complex production process, the inheritance of Italian handicrafts and the exquisite design. In Venice, no matter what you buy to accompany you home, you will bring back an unforgettable memory with Venice."
1702400105-16,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"Closed at 19:0055. Duomo Rooftops6.84.7/526 Reviewsbased on 7.1k reviewNo. 10 of Top Best Things to Do in MilanObservation Decks莲子99The tower part of Milan's cathedral has been under renovation, and it is not the same as other churches because it is the back of the building, there are many people in line, the city view is not as good as Paris, but the building is suitable for composition and photography.Italy · Milan",https://my.trip.com/travel-guide/attraction/milan/duomo-rooftops-33039604/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Duomo Rooftops,"Walk or take the elevator to the platform level on the top floor. From the platform level, you need to take an outdoor corridor before continuing to the top. On the platform level, you can see the exquisite spires on the top of the church and the statues on the spires. The statues have different shapes, including characters and animals, which are very lifelike. On the platform level, you can also overlook the gilded statue of the Virgin Mary on the spire of the church, which is very beautiful. Stepping on the ridge of the church and continuing up to the roof, the scene here is even more shocking than looking up at the bottom. The roof is so distinctive that the landscape seen is enough to be a symbol of the Milan Cathedral. On the roof, it is not only the beauty of Milan that makes you dizzy, but also the 135 beautiful stalagmite-shaped spires on the roof, which seem to build a fairy tale world around you. And the statues on the spire are the same size as life, and I can't help but sigh that the Milan Cathedral is a treasure in the history of human architecture."
1702400114-17,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"Closed at 19:0054. Juliet’s House6.94.5/5105 Reviewsbased on 12.2k reviewNo. 1 of Top Best Things to Do in VeronaFamous ResidencesMuseums亲亲宝贝1234Juliet's former residence, located near the Vanilla Square in the city center, is said to have been the residence of the heroine Juliet in Shakespeare's famous Romeo and Juliet. Juliet's former residence is an ancient building built in the 13th century, with high-walled compound and round arches, and the entrance is marked ""Casa di Giulietta"" ―― Capreti House. It was once owned by the Capreti family of Verona Wang, the daughter of Juliet.Italy · Province of Verona",https://my.trip.com/travel-guide/attraction/verona/juliets-house-81162/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Juliet’s House,"Verona in Italy is home to Shakespeare's Romeo and Juliet. Juliet's House, owned by the Capreti family, is an ancient 13th-century building. The courtyard has a statue of Juliet and the famous balcony where Romeo and Juliet had their secret encounters. There's a love wall with linked names and a reception hall with murals. Upstairs, there are rooms with simple furnishings and a glass table cabinet with paintings depicting scenes from the play."
1702400122-18,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"53. Mt Etna6.94.6/5110 Reviewsbased on 12.3k reviewNo. 1 of Top Best Things to Do in Province of CataniaVolcanoesGiovanni travelsThis is a huge volcano in Sicily. You can go by jeep or by quad on its black rocks and see, if you are lucky, an eruption.Italy · Province of CataniaFree",https://my.trip.com/travel-guide/attraction/province-of-catania/mt-etna-95466/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Mt Etna,"Mount Etna is located on the east coast of Sicily and is the highest active volcano in Europe, with an altitude of more than 3,200 meters. This is also the most frequently erupted volcano in the world, with more than 200 smaller volcanic cones around it, and during periods of intense activity, a large amount of lava often flows out. Tourists can take the ropeway cable car, and then transfer to the special sightseeing bus for mountaineering to arrive near the crater, and watch the lava flow and hot spring waterfall, as well as the unique landscape of the black volcanic heap. In summer, there are also outdoor activities such as volcano trekking groups, and the scenery at the top at sunset is particularly beautiful. If you are interested and have time, you can sign up. In winter, it turns into a ski area."
1702400130-19,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"52. Leonardo da Vinci Museum of Science and Technology7.04.7/590 Reviewsbased on 2.6k reviewNo. 2 of Top Museums & Galleries in MilanMuseums长脸张少侠[Da Vinci Museum of Science and Technology] This museum is to commemorate Da Vinci's outstanding achievements in science and technology. It is located near the Milan City Hall. The museum is converted from a monastery built in the 16th century. The entrance is very inconspicuous. The interior retains the layout and style of the building itself, and the museum is divided into several different pavilions according to the exhibits, in addition to the must-see Leonardo da Vinci mechanical design manuscripts and reprint models, but also shows his achievements in astronomy, agriculture, electronics and other fields. Among them, the exhibition hall side displays materials engineering, communication technology, astronomical instruments, musical instrument technology-based collections, and displays Da Vinci manual mechanical sketches and replica models, which is worth seeing tickets: 4.5 European Time: 9:30-17:30 Monday closed address: Via San Vittore, 21, 20123 Milano MI, Italian Metro: Line 2 to S. Ambrogio Station Bus: 50, 58 to San Vittore Station; 94 to Carducc StationItaly · Milan",https://my.trip.com/travel-guide/attraction/milan/leonardo-da-vinci-museum-of-science-and-technology-78610/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Leonardo da Vinci Museum of Science and Technology,"The largest science and technology museum in Italy, located near the city hall of Milan, is mainly to commemorate the outstanding achievements of the painter and scientist Leonardo da Vinci in science and technology. The museum was converted from a monastery built in the 16th century. The entrance is very inconspicuous, and the interior retains the pattern and style of the building itself. The museum is divided into 5 different exhibition halls according to the content of the exhibits. In addition to the must-see Da Vinci exhibition room of Da Vinci's mechanical design manuscripts and replica models, other exhibition rooms also display materials engineering, communication technology, astronomical instruments, musical instruments Craft collection. In addition to displaying some of Leonardo da Vinci's design manuscripts, the well-known Leonardo da Vinci Pavilion also has many models designed according to the manuscripts, including the dredgers and dredging shovels he designed to solve the canal silt, which are very worth seeing."
1702400139-20,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"51. Civita di Bagnoregio7.04.7/572 Reviewsbased on 4.1k reviewNo. 1 of Top Best Things to Do in Province of ViterboAncient Townssuifeng2019The ancient city of Bailu Rigeo was built 2,500 years ago on the top of a mountain, connected to the outside by a narrow long bridge, and looked like a castle floating in the air in the distance, so it was called the City of the Sky.Italy · Province of Viterbo",https://my.trip.com/travel-guide/attraction/bagnoregio/civita-di-bagnoregio-18696591/?locale=en-MY&curr=MYR,6,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/6.html/,Civita di Bagnoregio,"The ancient city of Bailuligio is said to be the prototype of ""City in the Sky"" written by Hayao Miyazaki, so it has the reputation of ""City in the Sky"". Built in the Etruscan civilization period, the ancient city is about 300 meters long and 200 meters wide. Because it is located on the top of the volcanic tuff, after several earthquakes and collapsed, in the 19th century, it could only rely on a long bridge of about one kilometer. Connected to the outside world, it looks like a castle in the sky from a distance."
